ID,Poet,Poetry
634,jigar-moradabadi,"ik lafz-e-mohabbat ka adna ye fasana hai 
simTe to dil-e-ashiq phaile to zamana hai 
ye kis ka tasavvur hai ye kis ka fasana hai 
jo ashk hai ankhon men tasbih ka daana hai 
dil sang-e-malamat ka har-chand nishana hai 
dil phir bhi mira dil hai dil hi to zamana hai 
ham ishq ke maron ka itna hi fasana hai 
rone ko nahin koi hansne ko zamana hai 
vo aur vafa-dushman manenge na maana hai 
sab dil ki shararat hai ankhon ka bahana hai 
sha.ir huun main sha.ir huun mera hi zamana hai 
fitrat mira a.ina qudrat mira shana hai 
jo un pe guzarti hai kis ne use jaana hai 
apni hi musibat hai apna hi fasana hai 
kya husn ne samjha hai kya ishq ne jaana hai 
ham khak-nashinon ki Thokar men zamana hai 
aghaz-e-mohabbat hai aana hai na jaana hai 
ashkon ki hukumat hai aahon ka zamana hai 
ankhon men nami si hai chup chup se vo baiThe hain 
nazuk si nigahon men nazuk sa fasana hai 
ham dard-ba-dil nalan vo dast-ba-dil hairan 
ai ishq to kya zalim tera hi zamana hai 
ya vo the khafa ham se ya ham hain khafa un se 
kal un ka zamana tha aaj apna zamana hai 
ai ishq-e-junun-pesha haan ishq-e-junun-pesha 
aaj ek sitamgar ko hans hans ke rulana hai 
thoDi si ijazat bhi ai bazm-gah-e-hasti 
aa nikle hain dam-bhar ko rona hai rulana hai 
ye ishq nahin asan itna hi samajh liije 
ik aag ka dariya hai aur Duub ke jaana hai 
khud husn-o-shabab un ka kya kam hai raqib apna 
jab dekhiye ab vo hain a.ina hai shana hai 
tasvir ke do rukh hain jaan aur gham-e-janan 
ik naqsh chhupana hai ik naqsh dikhana hai 
ye husn-o-jamal un ka ye ishq-o-shabab apna 
jiine ki tamanna hai marne ka zamana hai 
mujh ko isi dhun men hai har lahza basar karna 
ab aa.e vo ab aa.e lazim unhen aana hai 
khuddari-o-mahrumi mahrumi-o-khuddari 
ab dil ko khuda rakkhe ab dil ka zamana hai 
ashkon ke tabassum men aahon ke tarannum men 
ma.asum mohabbat ka ma.asum fasana hai 
aansu to bahut se hain ankhon men 'jigar' lekin 
bandh jaa.e so moti hai rah jaa.e so daana hai"
635,jigar-moradabadi,"ishq-e-la-mahdud jab tak rahnuma hota nahin 
zindagi se zindagi ka haq ada hota nahin 
be-karan hota nahin be-intiha hota nahin 
qatra jab tak baDh ke qulzum-ashna hota nahin 
us se baDh kar dost koi dusra hota nahin 
sab juda ho jaa.en lekin gham juda hota nahin 
zindagi ik hadsa hai aur kaisa hadsa 
maut se bhi khatm jis ka silsila hota nahin 
kaun ye naseh ko samjha.e ba-tarz-e-dil-nashin 
ishq sadiq ho to gham bhi be-maza hota nahin 
dard se mamur hoti ja rahi hai ka.enat 
ik dil-e-insan magar dard-ashna hota nahin 
mere arz-e-gham pe vo kahna kisi ka haa.e haa.e 
shikva-e-gham sheva-e-ahl-e-vafa hota nahin 
us maqam-e-qarb tak ab ishq pahuncha hi jahan 
dida-o-dil ka bhi aksar vasta hota nahin 
har qadam ke saath manzil lekin is ka kya ilaaj 
ishq hi kam-bakht manzil-ashna hota nahin 
allah allah ye kamal aur irtibat-e-husn-o-ishq 
fasle hon laakh dil se dil juda hota nahin 
kya qayamat hai ki is daur-e-taraqqi men 'jigar' 
aadmi se aadmi ka haq ada hota nahin"
636,jigar-moradabadi,"ishq ko be-naqab hona tha 
aap apna javab hona tha 
mast-e-jam-e-sharab hona tha 
be-khud-e-iztirab hona tha 
teri ankhon ka kuchh qusur nahin 
haan mujhi ko kharab hona tha 
aao mil jaao muskura ke gale 
ho chuka jo itaab hona tha 
kucha-e-ishq men nikal aaya 
jis ko khana-kharab hona tha 
mast-e-jam-e-sharab khaak hote 
gharq-e-jam-e-sharab hona tha 
dil ki jis par hain naqsh-e-ranga-rang 
us ko saada kitab hona tha 
ham ne nakamiyon ko DhunD liya 
akhirash kamyab hona tha 
haa.e vo lamha-e-sukun ki jise 
mahshar-e-iztirab hona tha 
nigah-e-yar khud taDap uThti 
shart-e-avval kharab hona tha 
kyuun na hota sitam bhi be-payan 
karam-e-be-hisab hona tha 
kyuun nazar hairaton men Duub ga.i 
mauj-e-sad-iztirab hona tha 
ho chuka roz-e-avvalin hi 'jigar' 
jis ko jitna kharab hona tha"
637,jigar-moradabadi,"ishq men la-javab hain ham log 
mahtab aftab hain ham log 
garche ahl-e-sharab hain ham log 
ye na samjho kharab hain ham log 
shaam se aa ga.e jo piine par 
sub.h tak aftab hain ham log 
ham ko dava-e-ishq-bazi hai 
mustahiqq-e-azab hain ham log 
naaz karti hai khana-virani 
aise khana-kharab hain ham log 
ham nahin jante khizan kya hai 
kushtagan-e-shabab hain ham log 
tu hamara javab hai tanha 
aur tera javab hain ham log 
tu hai dariya-e-husn-o-mahbubi 
shakl-e-mauj-o-habab hain ham log 
go sarapa hijab hain phir bhi 
tere rukh ki naqab hain ham log 
khuub ham jante hain apni qadr 
tere na-kamyab hain ham log 
ham se ghaflat na ho to phir kya ho 
rah-rav-e-mulk-e-khvab hain ham log 
janta bhi hai us ko tu vaa.iz 
jis ke mast-o-kharab hain ham log 
ham pe nazil hua sahifa-e-ishq 
sahiban-e-kitab hain ham log 
har haqiqat se jo guzar jaa.en 
vo sadaqat-ma.ab hain ham log 
jab mili aankh hosh kho baiThe 
kitne hazir-javab hain ham log 
ham se puchho 'jigar' ki sar-masti 
mahram-e-an-janab hain ham log"
638,jigar-moradabadi,"jehl-e-khirad ne din ye dikha.e 
ghaT ga.e insan baDh ga.e saa.e 
haa.e vo kyunkar dil bahla.e 
gham bhi jis ko raas na aa.e 
zid par ishq agar aa jaa.e 
paani chhiDke aag laga.e 
dil pe kuchh aisa vaqt paDa hai 
bhage lekin raah na paa.e 
kaisa majaz aur kaisi haqiqat 
apne hi jalve apne hi saa.e 
jhuTi hai har ek masarrat 
ruuh agar taskin na paa.e 
kar-e-zamana jitna jitna 
banta jaa.e bigaDta jaa.e 
zabt-e-mohabbat shart-e-mohabbat 
ji hai ki zalim umDa aa.e 
husn vahi hai husn jo zalim 
haath laga.e haath na aa.e 
naghma vahi hai naghma ki jis ko 
ruuh sune aur ruuh suna.e 
rah-e-junun asan hui hai 
zulf o mizha ke saa.e saa.e"
639,jigar-moradabadi,"jo ab bhi na taklif farma.iyega 
to bas haath malte hi rah ja.iyega 
nigahon se chhup kar kahan ja.iyega 
jahan ja.iyega hamen pa.iyega 
mira jab bura haal sun pa.iyega 
khiraman khiraman chale a.iyega 
miTa kar hamen aap pachhta.iyega 
kami koi mahsus farma.iyega 
nahin khel naseh junun ki haqiqat 
samajh lijiyega to samjha.iyega 
hamen bhi ye ab dekhna hai ki ham par 
kahan tak tavajjoh na farma.iyega 
sitam ishq men aap asan na samjhen 
taDap ja.iyega jo taDpa.iyega 
ye dil hai ise dil hi bas rahne diije 
karam kijiyega to pachhta.iyega 
kahin chup rahi hai zaban-e-mohabbat 
na farma.iyega to farma.iyega 
bhulana hamara mubarak mubarak 
magar shart ye hai na yaad a.iyega 
hamen bhi na ab chain aa.ega jab tak 
in ankhon men aansu na bhar la.iyega 
tira jazba-e-shauq hai be-haqiqat 
zara phir to irshad farma.iyega 
hamin jab na honge to kya rang-e-mahfil 
kise dekh kar aap sharma.iyega 
ye maana ki de kar hamen ranj-e-furqat 
mudava-e-furqat na farma.iyega 
mohabbat mohabbat hi rahti hai lekin 
kahan tak tabi.at ko behla.iyega 
na hoga hamara hi aghosh khali 
kuchh apna bhi pahlu tahi pa.iyega 
junun ki 'jigar' koi had bhi hai akhir 
kahan tak kisi par sitam Dha.iyega"
640,jigar-moradabadi,"jo tufanon men palte ja rahe hain 
vahi duniya badalte ja rahe hain 
nikharta aa raha hai rang-e-gulshan 
khas o khashak jalte ja rahe hain 
vahin main khaak uDti dekhta huun 
jahan chashme ubalte ja rahe hain 
charagh-e-dair-o-kaba allah allah 
hava ki zid pe jalte ja rahe hain 
shabab o husn men bahas aa paDi hai 
na.e pahlu nikalte ja rahe hain"
641,jigar-moradabadi,"kaam akhir jazba-e-be-ikhtiyar aa hi gaya 
dil kuchh is surat se taDpa un ko pyaar aa hi gaya 
jab nigahen uTh ga.iin allah-ri meraj-shauq 
dekhta kya huun vo jan-e-intizar aa hi gaya 
haa.e ye husn-e-tasavvur ka fareb-e-rang-o-bu 
main ye samjha jaise vo jan-e-bahar aa hi gaya 
haan saza de ai khuda-e-ishq ai taufiq-e-gham 
phir zaban-e-be-adab par zikr yaar aa hi gaya 
is tarah khush huun kisi ke vada-e-farda pe main 
dar-haqiqat jaise mujh ko e'tibar aa hi gaya 
haa.e kafir-dil ki ye kafir junun-angeziyan 
tum ko pyaar aa.e na aa.e mujh ko pyaar aa hi gaya 
dard ne karvaT hi badli thi ki dil ki aaD se 
daf.atan parda uTha aur parda-dar aa hi gaya 
dil ne ik naala kiya aaj is tarah divana-var 
baal bikhra.e koi msatana-var aa hi gaya 
jaan hi de di 'jigar' ne aaj pa-e-yar par 
umr bhar ki be-qarari ko qarar aa hi gaya"
642,jigar-moradabadi,"kabhi shakh o sabza o barg par kabhi ghuncha o gul o khaar par 
main chaman men chahe jahan rahun mira haq hai fasl-e-bahar par 
mujhe den na ghaiz men dhamkiyan giren laakh baar ye bijliyan 
miri saltanat ye hi ashiyan miri milkiyat ye hi chaar par 
jinhen kahiye ishq ki vus.aten jo hain khaas husn ki azmaten 
ye usi ke qalb se puchhiye jise fakhr ho gham-e-yar par 
mire ashk-e-khun ki bahar hai ki muraqqa-e-gham-e-yar hai 
miri sha.iri bhi nisar hai miri chashm-e-sehr-nigar par 
ajab inqilab-e-zamana hai mira mukhtasar sa fasana hai 
yahi ab jo baar hai dosh par yahi sar tha zanu-e-yar par 
ye kamal-e-ishq ki sazishen ye jamal-e-husn ki nazishen 
ye inayaten ye navazishen miri ek musht-e-ghubar par 
miri samt se use ai saba ye payam-e-akhir-e-gham suna 
abhi dekhna ho to dekh ja ki khizan hai apni bahar par 
ye fareb-e-jalva hai sar-ba-sar mujhe Dar ye hai dil-e-be-khabar 
kahin jam na jaa.e tiri nazar inhin chand naqsh o nigar par 
main rahin-e-dard sahi magar mujhe aur chahiye kya 'jigar' 
gham-e-yar hai mira shefta main farefta gham-e-yar par"
643,jigar-moradabadi,"kasrat men bhi vahdat ka tamasha nazar aaya 
jis rang men dekha tujhe yakta nazar aaya 
jab us rukh-e-pur-nur ka jalva nazar aaya 
ka.aba nazar aaya na kalisa nazar aaya 
ye husn ye shokhi ye karishma ye ada.en 
duniya nazar aa.i mujhe to kya nazar aaya 
ik sarkhushi-e-ishq hai ik be-khudi-e-shauq 
ankhon ko khuda jaane miri kya nazar aaya 
jab dekh na sakte the to dariya bhi tha qatra 
jab aankh khuli qatra bhi dariya nazar aaya 
qurban tiri shan-e-inayat ke dil o jaan 
is kam-nigahi par mujhe kya kya nazar aaya 
har rang tire rang men Duuba hua nikla 
har naqsh tira naqsh-e-kaf-e-pa nazar aaya 
ankhon ne dikha di jo tire gham ki haqiqat 
aalam mujhe saara tah-o-bala nazar aaya 
har jalve ko dekha tire jalvon se munavvar 
har bazm men tu anjuman-ara nazar aaya"
644,jigar-moradabadi,"kiya ta.ajjub ki miri ruh-e-ravan tak pahunche 
pahle koi mire naghmon ki zaban tak pahunche 
jab har ik shorish-e-gham zabt-e-fughan tak pahunche 
phir khuda jaane ye hangama kahan tak pahunche 
aankh tak dil se na aa.e na zaban tak pahunche 
baat jis ki hai usi afat-e-jan tak pahunche 
tu jahan par tha bahut pahle vahin aaj bhi hai 
dekh rindan-e-khush-anfas kahan tak pahunche 
jo zamane ko bura kahte hain khud hain vo bure 
kaash ye baat tire gosh-e-giran tak pahunche 
baDh ke rindon ne qadam hazrat-e-va.iz ke liye 
girte paDte jo dar-e-pir-e-mughan tak pahunche 
tu mire hal-e-pareshan pe bahut tanz na kar 
apne gesu bhi zara dekh kahan tak pahunche 
un ka jo farz hai vo ahl-e-siyasat janen 
mera paigham mohabbat hai jahan tak pahunche 
ishq ki choT dikhane men kahin aati hai 
kuchh ishare the ki jo lafz-o-bayan tak pahunche 
jalve betab the jo parda-e-fitrat men 'jigar' 
khud taDap kar miri chashm-e-nigaran tak pahunche"
645,jigar-moradabadi,"koi ye kah de gulshan gulshan 
laakh bala.en ek nasheman 
qatil rahbar qatil rahzan 
dil sa dost na dil sa dushman 
phuul khile hain gulshan gulshan 
lekin apna apna daman 
ishq hai pyare khel nahin hai 
ishq hai kare-shisha-o-ahan 
khair mizaj-e-husn ki ya-rab 
tez bahut hai dil ki dhaDkan 
aa ki na jaane tujh bin kab se 
ruuh hai lasha jism hai madfan 
aaj na jaane raaz ye kya hai 
hijr ki raat aur itni raushan 
umren bitin sadiyan guzrin 
hai vahi ab tak ishq ka bachpan 
tujh sa hasin aur khun-e-mohabbat 
vahm hai shayad surkhi-e-daman 
barq-e-havadis allah allah 
jhuum rahi hai shakh-e-nasheman 
tu ne sulajh kar gesu-e-janan 
aur baDha di shauq ki uljhan 
rahmat hogi talib-e-isyan 
rashk karegi paki-e-daman 
dil ki mujassam a.ina-saman 
aur vo zalim a.ina-dushman 
baiThe ham har bazm men lekin 
jhaaD ke uTThe apna daman 
hasti-e-sha.er allah allah 
husn ki manzil ishq ka maskan 
rangin fitrat saada tabi.at 
farsh-nashin aur arsh-nasheman 
kaam adhura aur azadi 
naam baDe aur thoDe darshan 
sham.a hai lekin dhundli dhu.dli 
saaya hai lekin raushan raushan 
kanTon ka bhi haq hai kuchh akhir 
kaun chhuDa.e apna daman 
chalti phirti chhanv hai pyare 
kis ka sahra kaisa gulshan"
646,jigar-moradabadi,"kuchh is ada se aaj vo pahlu-nashin rahe 
jab tak hamare paas rahe ham nahin rahe 
iman-o-kufr aur na duniya-o-din rahe 
ai ishq-e-shad-bash ki tanha hamin rahe 
aalam jab ek haal pe qaa.em nahin rahe 
kya khaak e'tibar-e-nigah-e-yaqin rahe 
meri zaban pe shikva-e-dard-afrin rahe 
shayad mire havas Thikane nahin rahe 
jab tak ilahi jism men jan-e-hazin rahe 
nazren miri javan rahen dil hasin rahe 
ya-rab kisi ke raz-e-mohabbat ki khair ho 
dast-e-junun rahe na rahe astin rahe 
ta-chand josh-e-ishq men dil ki hifazaten 
meri bala se ab vo jununi kahin rahe 
ja aur koi zabt ki duniya talash kar 
ai ishq ham to ab tire qabil nahin rahe 
mujh ko nahin qubul do-alam ki vus.aten 
qismat men ku-e-yar ki do-gaz zamin rahe 
ai ishq-e-nala-kash tiri ghairat ko kya hua 
hai hai araq araq vo tan-e-naznin rahe 
dard-o-gham-e-firaq ke ye sakht marhale 
hairan huun main ki phir bhi tum itne hasin rahe 
allah-re chashm-e-yar ki mojiz-bayaniyan 
har ik ko hai guman ki mukhatib hamin rahe 
zalim uTha tu parda-e-vahm-o-guman-o-fikr 
kya samne vo marhala-ha-e-yaqin rahe 
zat-o-sifat-e-husn ka aalam nazar men hai 
mahdud-e-sajda kya mira zauq-e-jabin rahe 
kis dard se kisi ne kaha aaj bazm men 
achchha ye hai vo nang-e-mohabbat yahin rahe 
sar-dadgan-e-ishq-o-mohabbat ki kya kami 
qatil ki tegh tez khuda ki zamin rahe 
is ishq ki talafi-e-mafat dekhna 
rone ki hasraten hain jab aansu nahin rahe"
647,jigar-moradabadi,"kya barabar ka mohabbat men asar hota hai 
dil idhar hota hai zalim na udhar hota hai 
ham ne kya kuchh na kiya dida-e-dil ki khatir 
log kahte hain duaon men asar hota hai 
dil to yuun dil se milaya ki na rakkha mera 
ab nazar ke liye kya hukm-e-nazar hota hai 
main gunahgar-e-junun main ne ye maana lekin 
kuchh udhar se bhi taqaza-e-nazar hota hai 
kaun dekhe use betab-e-mohabbat ai dil 
tu vo naale hi na kar jin men asar hota hai"
648,jigar-moradabadi,"lakhon men intikhab ke qabil bana diya 
jis dil ko tum ne dekh liya dil bana diya 
har-chand kar diya mujhe barbad ishq ne 
lekin unhen to shefta-e-dil bana diya 
pahle kahan ye naaz the ye ishva o ada 
dil ko dua.en do tumhen qatil bana diya"
649,jigar-moradabadi,"mohabbat men ye kya maqam aa rahe hain 
ki manzil pe hain aur chale ja rahe hain 
ye kah kah ke ham dil ko bahla rahe hain 
vo ab chal chuke hain vo ab aa rahe hain 
vo az-khud hi nadim hue ja rahe hain 
khuda jaane kya kya khayal aa rahe hain 
hamare hi dil se maze un ke puchho 
vo dhoke jo danista ham kha rahe hain 
jafa karne valon ko kya ho gaya hai 
vafa kar ke bhi ham to sharma rahe hain 
vo aalam hai ab yaaro aghyar kaise 
hamin apne dushman hue ja rahe hain 
mizaj-e-girami ki ho khair ya-rab 
ka.i din se aksar vo yaad aa rahe hain"
650,jigar-moradabadi,"nazar mila ke mire paas aa ke luuT liya 
nazar haTi thi ki phir muskura ke luuT liya 
shikast-e-husn ka jalva dikha ke luuT liya 
nigah nichi kiye sar jhuka ke luuT liya 
duha.i hai mire allah ki duha.i hai 
kisi ne mujh se bhi mujh ko chhupa ke luuT liya 
salam us pe ki jis ne uTha ke parda-e-dil 
mujhi men rah ke mujhi men sama ke luuT liya 
unhin ke dil se koi us ki azmaten puchhe 
vo ek dil jise sab kuchh luTa ke luuT liya 
yahan to khud tiri hasti hai ishq ko darkar 
vo aur honge jinhen muskura ke luuT liya 
khusha vo jaan jise di ga.i amanat-e-ishq 
rahe vo dil jise apna bana ke luuT liya 
nigah Daal di jis par hasin ankhon ne 
use bhi husn-e-mujassam bana ke luuT liya 
baDe vo aa.e dil o jaan ke luTne vaale 
nazar se chheD diya gudguda ke luuT liya 
raha kharab-e-mohabbat hi vo jise tu ne 
khud apna dard-e-mohabbat dikha ke luuT liya 
koi ye luuT to dekhe ki us ne jab chaha 
tamam hasti-e-dil ko jaga ke luuT liya 
karishma-sazi-e-husn-e-azal are tauba 
mira hi a.ina mujh ko dikha ke luuT liya 
na luTte ham magar un mast ankhDiyon ne 'jigar' 
nazar bachate hue DabDaba ke luuT liya"
651,jigar-moradabadi,"sab pe tu mehrban hai pyare 
kuchh hamara bhi dhyan hai pyare 
aa ki tujh bin bahut dinon se ye dil 
ek suuna makan hai pyare 
tu jahan naaz se qadam rakh de 
vo zamin asman hai pyare 
mukhtasar hai ye shauq ki rudad 
har nafas dastan hai pyare 
apne ji men zara to kar insaf 
kab se na-mehrban hai pyare 
sabr TuuTe hue dilon ka na le 
tu yunhi dhaan paan hai pyare 
ham se jo ho saka so kar guzre 
ab tira imtihan hai pyare 
mujh men tujh men to koi farq nahin 
ishq kyuun darmiyan hai pyare 
kya kahe hal-e-dil gharib 'jigar' 
TuuTi phuTi zaban hai pyare"
652,jigar-moradabadi,"sabhi andaz-e-husn pyare hain 
ham magar sadgi ke maare hain 
us ki raton ka intiqam na puchh 
jis ne hans hans ke din guzare hain 
ai saharon ki zindagi vaalo 
kitne insan be-sahare hain 
lala-o-gul se tujh ko kya nisbat 
na-mukammal se isti.are hain 
ham to ab Duub kar hi ubhrenge 
vo rahen shaad jo kinare hain 
shab-e-furqat bhi jagmaga uTThi 
ashk-e-gham hain ki mah-pare hain 
atish-e-ishq vo jahannam hai 
jis men firdaus ke nazare hain 
vo hamin hain ki jin ke hathon ne 
gesu-e-zindagi sanvare hain 
husn ki be-niyaziyon pe na ja 
be-ishare bhi kuchh ishare hain"
653,jigar-moradabadi,"sha.er-e-fitrat huun jab bhi fikr farmata huun main 
ruuh ban kar zarre zarre men sama jaata huun main 
aa ki tujh bin is tarah ai dost ghabrata huun main 
jaise har shai men kisi shai ki kami paata huun main 
jis qadar afsana-e-hasti ko dohrata huun main 
aur bhi be-gana-e-hasti hua jaata huun main 
jab makan-o-la-makan sab se guzar jaata huun main 
allah allah tujh ko khud apni jagah paata huun main 
teri surat ka jo a.ina use paata huun main 
apne dil par aap kya kya naaz farmata huun main 
yak-ba-yak ghabra ke jitni duur haT aata huun main 
aur bhi us shokh ko nazdik-tar paata huun main 
meri hasti shauq-e-paiham meri fitrat iztirab 
koi manzil ho magar guzra chala jaata huun main 
ha.e-ri majburiyan tark-e-mohabbat ke liye 
mujh ko samjhate hain vo aur un ko samjhata huun main 
meri himmat dekhna meri tabi.at dekhna 
jo sulajh jaati hai gutthi phir se uljhata huun main 
husn ko kya dushmani hai ishq ko kya bair hai 
apne hi qadmon ki khud hi Thokaren khata huun main 
teri mahfil tere jalve phir taqaza kya zarur 
le uTha jaata huun zalim le chala jaata huun main 
ta-kuja ye parda-dari-ha-e-ishq-o-laf-e-husn 
haan sambhal jaa.en do-alam hosh men aata huun main 
meri khatir ab vo taklif-e-tajalli kyuun karen 
apni gard-e-shauq men khud hi chhupa jaata huun main 
dil mujassam sher-o-naghma vo sarapa rang-o-bu 
kya faza.en hain ki jin men hal hua jaata huun main 
ta-kuja zabt-e-mohabbat ta-kuja dard-e-firaq 
rahm kar mujh par ki tera raaz kahlata huun main 
vah-re shauq-e-shahadat ku-e-qatil ki taraf 
gungunata raqs karta jhumta jaata huun main 
ya vo surat khud jahan-e-rang-o-bu mahkum tha 
ya ye aalam apne saa.e se daba jaata huun main 
dekhna is ishq ki ye turfa-kari dekhna 
vo jafa karte hain mujh par aur sharmata huun main 
ek dil hai aur tufan-e-havadis ai 'jigar' 
ek shisha hai ki har patthar se Takrata huun main"
654,jigar-moradabadi,"shab-e-firaq hai aur niind aa.i jaati hai 
kuchh is men un ki tavajjoh bhi paa.i jaati hai 
ye umr-e-ishq yunhi kya ganva.i jaati hai 
hayat zinda haqiqat bana.i jaati hai 
bana bana ke jo duniya miTa.i jaati hai 
zarur koi kami hai ki paa.i jaati hai 
hamin pe ishq ki tohmat laga.i jaati hai 
magar ye sharm jo chehre pe chha.i jaati hai 
khuda kare ki haqiqat men zindagi ban jaa.e 
vo zindagi jo zaban tak hi paa.i jaati hai 
gunahgar ke dil se na bach ke chal zahid 
yahin kahin tiri jannat bhi paa.i jaati hai 
na soz-e-ishq na barq-e-jamal par ilzam 
dilon men aag khushi se laga.i jaati hai 
kuchh aise bhi to hain rindan-e-pak-baz 'jigar' 
ki jin ko be-mai-o-saghar pila.i jaati hai"
655,jigar-moradabadi,"sharma ga.e laja ga.e daman chhuDa ga.e 
ai ishq marhaba vo yahan tak to aa ga.e 
dil par hazar tarah ke auham chha ga.e 
ye tum ne kya kiya miri duniya men aa ga.e 
sab kuchh luTa ke rah-e-mohabbat men ahl-e-dil 
khush hain ki jaise daulat-e-kaunain pa ga.e 
sehn-e-chaman ko apni baharon pe naaz tha 
vo aa ga.e to saari baharon pe chha ga.e 
aql o junun men sab ki thiin rahen juda juda 
hir-phir ke lekin ek hi manzil pe aa ga.e 
ab kya karun main fitrat-e-nakam-e-ishq ko 
jitne the hadsat mujhe raas aa ga.e"
656,jigar-moradabadi,"tabi.at in dinon begana-e-gham hoti jaati hai 
mire hisse ki goya har khushi kam hoti jaati hai 
sahar hone ko hai bedar shabnam hoti jaati hai 
khushi minjumala-o-asbab-e-matam hoti jaati hai 
qayamat kya ye ai husn-e-do-alam hoti jaati hai 
ki mahfil to vahi hai dil-kashi kam hoti jaati hai 
vahi mai-khana-o-sahba vahi saghar vahi shisha 
magar avaz-e-nosha-nosh maddham hoti jaati hai 
vahi hain shahid-o-saqi magar dil bujhta jaata hai 
vahi hai sham.a lekin raushni kam hoti jaati hai 
vahi shorish hai lekin jaise mauj-e-tah-nashin koi 
vahi dil hai magar avaz maddham hoti jaati hai 
vahi hai zindagi lekin 'jigar' ye haal hai apna 
ki jaise zindagi se zindagi kam hoti jaati hai"
657,jigar-moradabadi,"tire jamal-e-haqiqat ki taab hi na hui 
hazar baar nigah ki magar kabhi na hui 
tiri khushi se agar gham men bhi khushi na hui 
vo zindagi to mohabbat ki zindagi na hui 
kahan vo shokh mulaqat khud se bhi na hui 
bas ek baar hui aur phir kabhi na hui 
vo ham hain ahl-e-mohabbat ki jaan se dil se 
bahut bukhar uThe aankh shabnami na hui 
Thahar Thahar dil-e-betab pyaar to kar luun 
ab us ke ba.ad mulaqat phir hui na hui 
mire khayal se bhi aah mujh ko buad raha 
hazar tarah se chaha barabari na hui 
ham apni rindi-o-ta.at pe khaak naaz karen 
qubul-e-hazrat-e-sultan hui hui na hui 
koi baDhe na baDhe ham to jaan dete hain 
phir aisi chashm-e-tavajjoh hui hui na hui 
tamam harf-o-hikayat tamam dida-o-dil 
is ehtimam pe bhi sharh-e-ashiqi na hui 
fasurda-khatiri-e-ishq ai ma.az-allah 
khayal-e-yar se bhi kuchh shaguftagi na hui 
tiri nigah-e-karam ko bhi aazma dekha 
aziyyaton men na honi thi kuchh kami na hui 
kisi ki mast-nigahi ne haath thaam liya 
sharik-e-hal jahan meri be-khudi na hui 
saba ye un se hamara payam kah dena 
ga.e ho jab se yahan sub.h o shaam hi na hui 
vo kuchh sahi na sahi phir bhi zahid-e-nadan 
baDe-baDon se mohabbat men kafiri na hui 
idhar se bhi hai siva kuchh udhar ki majburi 
ki ham ne aah to ki un se aah bhi na hui 
khayal-e-yar salamat tujhe khuda rakkhe 
tire baghair kabhi ghar men raushni na hui 
ga.e the ham bhi 'jigar' jalva-gah-e-janan men 
vo puchhte hi rahe ham se baat bhi na hui"
658,jigar-moradabadi,"tujhi se ibtida hai tu hi ik din intiha hoga 
sada-e-saz hogi aur na saz-e-be-sada hoga 
hamen ma.alum hai ham se suno mahshar men kya hoga 
sab us ko dekhte honge vo ham ko dekhta hoga 
sar-e-mahshar ham aise asiyon ka aur kya hoga 
dar-e-jannat na va hoga dar-e-rahmat to va hoga 
jahannam ho ki jannat jo bhi hoga faisla hoga 
ye kya kam hai hamara aur un ka samna hoga 
azal ho ya abad donon asir-e-zulf-e-hazrat hain 
jidhar nazren uThaoge yahi ik silsila hoga 
ye nisbat ishq ki be-rang laa.e rah nahin sakti 
jo mahbub-e-khuda ka hai vo mahbub-e-khuda hoga 
isi ummid par ham taliban-e-dard jiite hain 
khosha dard de ki tera aur dard-e-la-dava hoga 
nigah-e-qahr par bhi jan-o-dil sab kho.e baiTha hai 
nigah-e-mehr ashiq par agar hogi to kya hoga 
siyana bhej dega ham ko mahshar se jahannam men 
magar jo dil pe guzregi vo dil hi janta hoga 
samajhta kya hai tu divangan-e-ishq ko zahid 
ye ho ja.enge jis janib usi janib khuda hoga 
'jigar' ka haath hoga hashr men aur daman-e-hazrat 
shikayat ho ki shikva jo bhi hoga barmala hoga"
659,jigar-moradabadi,"us ki nazron men intikhab hua 
dil ajab husn se kharab hua 
ishq ka sehr kamyab hua 
main tira tu mira javab hua 
har nafas mauj-e-iztirab hua 
zindagi kya hui azaab hua 
jazba-e-shauq kamyab hua 
aaj mujh se unhen hijab hua 
main banun kis liye na mast-e-sharab 
kyuun mujassam koi shabab hua 
nigah-e-naz le khabar varna 
dard mahbub-e-iztirab hua 
meri barbadiyan durust magar 
tu bata kya tujhe savab hua 
ain qurbat bhi ain furqat bhi 
haa.e vo qatra jo habab hua 
mastiyan har taraf hain avara 
kaun gharat-gar-e-sharab hua 
dil ko chhuna na ai nasim-e-karam 
ab ye dil rau-kash-e-habab hua 
ishq-e-be-imtiyaz ke hathon 
husn khud bhi shikast-yab hua 
jab vo aa.e to pesh-tar sab se 
meri ankhon ko izn-e-khvab hua 
dil ki har chiiz jagmaga uTThi 
aaj shayad vo be-naqab hua 
daur-e-hangama-e-nashat na puchh 
ab vo sab kuchh khayal o khvab hua 
tu ne jis ashk par nazar Daali 
josh kha kar vahi sharab hua 
sitam-e-khas-e-yar ki hai qasam 
karam-e-yar be-hisab hua"
